Indicator Name,Indicator Code,Country Name,Country Code,Value_2022
"Population, total",SP.POP.TOTL,Serbia,SRB,6760087
"Population, total",SP.POP.TOTL,Seychelles,SYC,100060
"Population, total",SP.POP.TOTL,Sierra Leone,SLE,8605718
"Population, total",SP.POP.TOTL,Singapore,SGP,5637022
"Population, total",SP.POP.TOTL,Sint Maarten (Dutch part),SXM,43389
"Population, total",SP.POP.TOTL,Slovak Republic,SVK,5431752
"Population, total",SP.POP.TOTL,Slovenia,SVN,2108732
"Population, total",SP.POP.TOTL,Solomon Islands,SLB,724273
"Population, total",SP.POP.TOTL,Somalia,SOM,17597511
"Population, total",SP.POP.TOTL,South Africa,ZAF,59893885
"Population, total",SP.POP.TOTL,South Sudan,SSD,10913164
"Population, total",SP.POP.TOTL,Spain,ESP,47615034
"Population, total",SP.POP.TOTL,Sri Lanka,LKA,22181000
"Population, total",SP.POP.TOTL,St. Kitts and Nevis,KNA,47657
"Population, total",SP.POP.TOTL,St. Lucia,LCA,179857
"Population, total",SP.POP.TOTL,St. Martin (French part),MAF,31791
"Population, total",SP.POP.TOTL,St. Vincent and the Grenadines,VCT,103948
"Population, total",SP.POP.TOTL,Sudan,SDN,46874204
"Population, total",SP.POP.TOTL,Suriname,SUR,618040
"Population, total",SP.POP.TOTL,Sweden,SWE,10486941
"Population, total",SP.POP.TOTL,Switzerland,CHE,8769741
"Population, total",SP.POP.TOTL,Syrian Arab Republic,SYR,22125249
"Population, total",SP.POP.TOTL,Tajikistan,TJK,9952787
"Population, total",SP.POP.TOTL,Tanzania,TZA,65497748
"Population, total",SP.POP.TOTL,Thailand,THA,71697030
"Population, total",SP.POP.TOTL,Timor-Leste,TLS,1341296
"Population, total",SP.POP.TOTL,Togo,TGO,8848699
"Population, total",SP.POP.TOTL,Tonga,TON,106858
"Population, total",SP.POP.TOTL,Trinidad and Tobago,TTO,1531044
"Population, total",SP.POP.TOTL,Tunisia,TUN,12356117
"Population, total",SP.POP.TOTL,Turkiye,TUR,85341241
"Population, total",SP.POP.TOTL,Turkmenistan,TKM,6430770
"Population, total",SP.POP.TOTL,Turks and Caicos Islands,TCA,45703
"Population, total",SP.POP.TOTL,Tuvalu,TUV,11312
"Population, total",SP.POP.TOTL,Uganda,UGA,47249585
"Population, total",SP.POP.TOTL,Ukraine,UKR,38000000
"Population, total",SP.POP.TOTL,United Arab Emirates,ARE,9441129
"Population, total",SP.POP.TOTL,United Kingdom,GBR,66971411
"Population, total",SP.POP.TOTL,United States,USA,333287557
"Population, total",SP.POP.TOTL,Uruguay,URY,3422794
"Population, total",SP.POP.TOTL,Uzbekistan,UZB,35648100
"Population, total",SP.POP.TOTL,Vanuatu,VUT,326740
"Population, total",SP.POP.TOTL,"Venezuela, RB",VEN,28301696
"Population, total",SP.POP.TOTL,Vietnam,VNM,98186856
"Population, total",SP.POP.TOTL,Virgin Islands (U.S.),VIR,105413
"Population, total",SP.POP.TOTL,West Bank and Gaza,PSE,5043612
"Population, total",SP.POP.TOTL,"Yemen, Rep.",YEM,33696614
"Population, total",SP.POP.TOTL,Zambia,ZMB,20017675
"Population, total",SP.POP.TOTL,Zimbabwe,ZWE,16320537
"Population, total",SP.POP.TOTL,Africa Eastern and Southern,AFE,720839314
"Population, total",SP.POP.TOTL,Africa Western and Central,AFW,490330870
"Population, total",SP.POP.TOTL,Arab World,ARB,464684914
"Population, total",SP.POP.TOTL,Caribbean small states,CSS,7505478
"Population, total",SP.POP.TOTL,Central Europe and the Baltics,CEB,100648571
"Population, total",SP.POP.TOTL,Early-demographic dividend,EAR,3447753080
"Population, total",SP.POP.TOTL,East Asia & Pacific,EAS,2375143162
"Population, total",SP.POP.TOTL,East Asia & Pacific (excluding high income),EAP,2129112126
"Population, total",SP.POP.TOTL,East Asia & Pacific (IDA & IBRD countries),TEA,2103055378
"Population, total",SP.POP.TOTL,Euro area,EMU,344519132
"Population, total",SP.POP.TOTL,Europe & Central Asia,ECS,920631231
"Population, total",SP.POP.TOTL,Europe & Central Asia (excluding high income),ECA,397493238
"Population, total",SP.POP.TOTL,Europe & Central Asia (IDA & IBRD countries),TEC,457865503
"Population, total",SP.POP.TOTL,European Union,EUU,447956050
"Population, total",SP.POP.TOTL,Fragile and conflict affected situations,FCS,1019139254
"Population, total",SP.POP.TOTL,Heavily indebted poor countries (HIPC),HPC,884288332
"Population, total",SP.POP.TOTL,High income,HIC,1244899026
"Population, total",SP.POP.TOTL,IBRD only,IBD,4914355242
"Population, total",SP.POP.TOTL,IDA & IBRD total,IBT,6754326592
"Population, total",SP.POP.TOTL,IDA blend,IDB,607735968
"Population, total",SP.POP.TOTL,IDA only,IDX,1232235382
"Population, total",SP.POP.TOTL,IDA total,IDA,1839971350
"Population, total",SP.POP.TOTL,Late-demographic dividend,LTE,2325466354
"Population, total",SP.POP.TOTL,Latin America & Caribbean,LCN,659311105
"Population, total",SP.POP.TOTL,Latin America & Caribbean (excluding high income),LAC,596596955
"Population, total",SP.POP.TOTL,Latin America & the Caribbean (IDA & IBRD countries),TLA,643602758
"Population, total",SP.POP.TOTL,Least developed countries: UN classification,LDC,1125179454
"Population, total",SP.POP.TOTL,Low & middle income,LMY,6677948824
"Population, total",SP.POP.TOTL,Low income,LIC,703727949
"Population, total",SP.POP.TOTL,Lower middle income,LMC,3190012599
"Population, total",SP.POP.TOTL,Middle East & North Africa,MEA,493264873
"Population, total",SP.POP.TOTL,Middle East & North Africa (excluding high income),MNA,424328381
"Population, total",SP.POP.TOTL,Middle East & North Africa (IDA & IBRD countries),TMN,419284769
"Population, total",SP.POP.TOTL,Middle income,MIC,5974220875
"Population, total",SP.POP.TOTL,North America,NAC,372280991
"Population, total",SP.POP.TOTL,Not classified,INX,..
"Population, total",SP.POP.TOTL,OECD members,OED,1377613713
"Population, total",SP.POP.TOTL,Other small states,OSS,33136283
"Population, total",SP.POP.TOTL,Pacific island small states,PSS,2639019
"Population, total",SP.POP.TOTL,Post-demographic dividend,PST,1113419395
"Population, total",SP.POP.TOTL,Pre-demographic dividend,PRE,1038012552
"Population, total",SP.POP.TOTL,Small states,SST,43280780
"Population, total",SP.POP.TOTL,South Asia,SAS,1919348000
"Population, total",SP.POP.TOTL,South Asia (IDA & IBRD),TSA,1919348000
"Population, total",SP.POP.TOTL,Sub-Saharan Africa,SSF,1211170184
"Population, total",SP.POP.TOTL,Sub-Saharan Africa (excluding high income),SSA,1211070124
"Population, total",SP.POP.TOTL,Sub-Saharan Africa (IDA & IBRD countries),TSS,1211170184
"Population, total",SP.POP.TOTL,Upper middle income,UMC,2784208276
"Population, total",SP.POP.TOTL,World,WLD,7951149546
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Afghanistan,AFG,54.47502674
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Albania,ALB,67.19819823
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Algeria,DZA,62.96896715
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,American Samoa,ASM,65.59037777
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Andorra,AND,72.2370465
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Angola,AGO,52.38481359
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Antigua and Barbuda,ATG,70.83444429
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Argentina,ARG,65.02834039
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Armenia,ARM,66.37394627
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Aruba,ABW,67.61707924
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Australia,AUS,64.91786899
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Austria,AUT,65.81487775
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Azerbaijan,AZE,69.41208858
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Bahamas, The",BHS,72.04610424
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Bahrain,BHR,76.05769603
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Bangladesh,BGD,67.9864231
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Barbados,BRB,66.79869334
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Belarus,BLR,66.03972258
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Belgium,BEL,63.7372908
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Belize,BLZ,67.1740619
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Benin,BEN,54.50441568
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Bermuda,BMU,64.88532968
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Bhutan,BTN,71.60303148
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Bolivia,BOL,64.32258054
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Bosnia and Herzegovina,BIH,66.73092056
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Botswana,BWA,63.74288293
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Brazil,BRA,69.85198137
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,British Virgin Islands,VGB,75.56581322
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Brunei Darussalam,BRN,71.7734796
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Bulgaria,BGR,63.62620767
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Burkina Faso,BFA,53.74359138
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Burundi,BDI,51.746576
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Cabo Verde,CPV,68.27005671
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Cambodia,KHM,65.24548701
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Cameroon,CMR,55.12070745
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Canada,CAN,65.38859333
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Cayman Islands,CYM,75.07404793
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Central African Republic,CAF,49.35392861
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Chad,TCD,50.48247888
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Channel Islands,CHI,68.48115809
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Chile,CHL,68.65021575
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,China,CHN,69.03102566
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Colombia,COL,69.65804793
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Comoros,COM,57.68651851
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Congo, Dem. Rep.",COD,50.54208045
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Congo, Rep.",COG,56.22845212
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Costa Rica,CRI,68.98462582
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Cote d'Ivoire,CIV,56.12815165
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Croatia,HRV,63.56057744
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Cuba,CUB,68.47046666
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Curacao,CUW,67.89763736
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Cyprus,CYP,69.24182683
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Czechia,CZE,63.40407258
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Denmark,DNK,63.45332488
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Djibouti,DJI,65.07163992
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Dominica,DMA,70.84722461
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Dominican Republic,DOM,65.48740959
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Ecuador,ECU,66.4784762
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Egypt, Arab Rep.",EGY,62.3052359
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,El Salvador,SLV,66.36337367
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Equatorial Guinea,GNQ,58.38404259
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Eritrea,ERI,56.79019031
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Estonia,EST,63.01462526
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Eswatini,SWZ,61.3046172
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Ethiopia,ETH,57.23393476
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Faroe Islands,FRO,61.37089255
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Fiji,FJI,65.49282293
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Finland,FIN,61.55241204
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,France,FRA,61.1425781
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,French Polynesia,PYF,68.66337555
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Gabon,GAB,59.82896556
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Gambia, The",GMB,54.51795497
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Georgia,GEO,64.12727803
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Germany,DEU,63.62859829
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Ghana,GHA,59.50772064
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Gibraltar,GIB,62.12900855
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Greece,GRC,63.30872277
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Greenland,GRL,69.12743952
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Grenada,GRD,65.96831091
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Guam,GUM,62.10584225
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Guatemala,GTM,62.69270442
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Guinea,GIN,55.13421436
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Guinea-Bissau,GNB,57.06671201
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Guyana,GUY,65.10923669
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Haiti,HTI,63.38092233
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Honduras,HND,65.61035352
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Hong Kong SAR, China",HKG,67.48675534
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Hungary,HUN,65.54781218
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Iceland,ISL,66.18865455
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,India,IND,67.79724618
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Indonesia,IDN,67.93634858
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Iran, Islamic Rep.",IRN,68.81155254
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Iraq,IRQ,58.85953903
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Ireland,IRL,65.27958733
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Isle of Man,IMN,63.04225652
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Israel,ISR,59.88593663
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Italy,ITA,63.51617195
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Jamaica,JAM,72.71135048
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Japan,JPN,58.45271116
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Jordan,JOR,64.06734227
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Kazakhstan,KAZ,62.29106736
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Kenya,KEN,59.31551841
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Kiribati,KIR,60.11132998
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Korea, Dem. People's Rep.",PRK,69.38767118
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Korea, Rep.",KOR,70.93722235
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Kosovo,XKX,68.47787284
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Kuwait,KWT,74.35399226
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Kyrgyz Republic,KGZ,61.01180839
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Lao PDR,LAO,64.90303109
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Latvia,LVA,62.58370703
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Lebanon,LBN,62.66550535
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Lesotho,LSO,61.82438784
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Liberia,LBR,56.16919064
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Libya,LBY,66.84223529
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Liechtenstein,LIE,66.17209551
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Lithuania,LTU,63.8801224
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Luxembourg,LUX,69.17158612
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Macao SAR, China",MAC,72.18609589
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Madagascar,MDG,57.58108936
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Malawi,MWI,54.79867465
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Malaysia,MYS,69.82461795
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Maldives,MDV,73.53752575
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Mali,MLI,50.42975573
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Malta,MLT,67.72276039
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Marshall Islands,MHL,62.99405807
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Mauritania,MRT,55.17113201
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Mauritius,MUS,70.89961361
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Mexico,MEX,67.16976699
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Micronesia, Fed. Sts.",FSM,63.53447672
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Moldova,MDA,67.70480318
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Monaco,MCO,51.048836
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Mongolia,MNG,62.92421122
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Montenegro,MNE,65.35463835
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Morocco,MAR,65.69521832
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Mozambique,MOZ,53.91054922
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Myanmar,MMR,68.543641
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Namibia,NAM,59.79024255
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Nauru,NRU,58.76618251
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Nepal,NPL,65.02852108
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Netherlands,NLD,64.26035074
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,New Caledonia,NCL,66.76760344
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,New Zealand,NZL,64.98732906
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Nicaragua,NIC,64.98192675
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Niger,NER,48.75059316
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Nigeria,NGA,53.98090305
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,North Macedonia,MKD,69.08146428
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Northern Mariana Islands,MNP,67.99257331
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Norway,NOR,64.85724338
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Oman,OMN,70.21448341
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Pakistan,PAK,59.16075876
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Palau,PLW,69.09911656
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Panama,PAN,65.09693993
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Papua New Guinea,PNG,62.56619531
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Paraguay,PRY,64.87427486
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Peru,PER,65.58151503
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Philippines,PHL,64.22708333
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Poland,POL,66.2949232
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Portugal,PRT,63.92041956
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Puerto Rico,PRI,63.63313386
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Qatar,QAT,82.66718538
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Romania,ROU,65.4390132
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Russian Federation,RUS,66.4978203
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Rwanda,RWA,58.3371668
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Samoa,WSM,57.2116898
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,San Marino,SMR,66.80084966
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Sao Tome and Principe,STP,56.76918983
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Saudi Arabia,SAU,71.2430065
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Senegal,SEN,55.41073115
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Serbia,SRB,65.00610584
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Seychelles,SYC,68.74582822
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Sierra Leone,SLE,57.88432761
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Singapore,SGP,73.04315645
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Sint Maarten (Dutch part),SXM,78.44029428
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Slovak Republic,SVK,67.28288514
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Slovenia,SVN,63.92427933
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Solomon Islands,SLB,57.42410488
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Somalia,SOM,50.26551198
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,South Africa,ZAF,65.55621358
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,South Sudan,SSD,53.24450147
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Spain,ESP,65.93708824
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Sri Lanka,LKA,65.64537893
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,St. Kitts and Nevis,KNA,70.37507213
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,St. Lucia,LCA,72.72952198
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,St. Martin (French part),MAF,67.13849832
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,St. Vincent and the Grenadines,VCT,67.22095288
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Sudan,SDN,55.57104714
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Suriname,SUR,66.36264128
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Sweden,SWE,62.15121182
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Switzerland,CHE,65.64425239
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Syrian Arab Republic,SYR,63.90472631
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Tajikistan,TJK,60.25812669
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Tanzania,TZA,53.53910794
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Thailand,THA,69.26790879
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Timor-Leste,TLS,60.08155545
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Togo,TGO,56.90492223
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Tonga,TON,59.52881174
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Trinidad and Tobago,TTO,69.43857608
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Tunisia,TUN,66.13901034
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Turkiye,TUR,68.13168559
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Turkmenistan,TKM,63.73265847
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Turks and Caicos Islands,TCA,72.98178437
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Tuvalu,TUV,61.87508288
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Uganda,UGA,53.52455053
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Ukraine,UKR,65.76568976
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,United Arab Emirates,ARE,82.93889337
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,United Kingdom,GBR,63.36339506
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,United States,USA,64.91244134
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Uruguay,URY,65.32228719
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Uzbekistan,UZB,64.65214037
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Vanuatu,VUT,56.86944226
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Venezuela, RB",VEN,63.81724727
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Vietnam,VNM,68.49290449
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Virgin Islands (U.S.),VIR,60.40315689
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,West Bank and Gaza,PSE,57.69798967
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Yemen, Rep.",YEM,57.84052813
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Zambia,ZMB,55.39595383
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Zimbabwe,ZWE,56.04415161
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Africa Eastern and Southern,AFE,55.72163835
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Africa Western and Central,AFW,54.27136652
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Arab World,ARB,62.49075233
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Caribbean small states,CSS,69.89996382
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Central Europe and the Baltics,CEB,65.30578331
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Early-demographic dividend,EAR,65.83802095
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,East Asia & Pacific,EAS,68.02086971
